,Model,Dataset,CFMethod,Metric,Value
107,CACTUS3,GIVECREDIT,CACTUS,inlier_fraction,0.947
108,CACTUS3,GIVECREDIT,CACTUS,proximity,1.035
109,CACTUS3,GIVECREDIT,CACTUS,n_proximity,0.366
110,CACTUS3,GIVECREDIT,CACTUS,validity,0.6
111,CACTUS3,GIVECREDIT,CACTUS,compactness,0.14
112,CACTUS3,GIVECREDIT,CACTUS,lof_context,1.152
113,CACTUS3,GIVECREDIT,CACTUS,causal_validity_hard,0.32
114,CACTUS3,GIVECREDIT,CACTUS,causal_validity_soft,0.764
115,CACTUS3,GIVECREDIT,CACTUS,causal_compact_val,0.444
116,CACTUS3,GIVECREDIT,CACTUS,inlier_fraction,0.927
117,CACTUS3,GIVECREDIT,CACTUS,proximity,0.888
118,CACTUS3,GIVECREDIT,CACTUS,n_proximity,0.314
119,CACTUS3,GIVECREDIT,CACTUS,validity,0.56
120,CACTUS3,GIVECREDIT,CACTUS,compactness,0.212
121,CACTUS3,GIVECREDIT,CACTUS,lof_context,1.137
122,CACTUS3,GIVECREDIT,CACTUS,causal_validity_hard,0.38
123,CACTUS3,GIVECREDIT,CACTUS,causal_validity_soft,0.78
124,CACTUS3,GIVECREDIT,CACTUS,causal_compact_val,0.51
125,CACTUS3,GIVECREDIT,CACTUS,inlier_fraction,0.958
126,CACTUS3,GIVECREDIT,CACTUS,proximity,0.979
127,CACTUS3,GIVECREDIT,CACTUS,n_proximity,0.346
128,CACTUS3,GIVECREDIT,CACTUS,validity,0.4
129,CACTUS3,GIVECREDIT,CACTUS,compactness,0.192
130,CACTUS3,GIVECREDIT,CACTUS,lof_context,1.147
131,CACTUS3,GIVECREDIT,CACTUS,causal_validity_hard,0.36
132,CACTUS3,GIVECREDIT,CACTUS,causal_validity_soft,0.804
133,CACTUS3,GIVECREDIT,CACTUS,causal_compact_val,0.51
134,CACTUS3,GIVECREDIT,CACTUS,inlier_fraction,0.972
135,CACTUS4,GIVECREDIT,CACTUS,proximity,1.622
136,CACTUS4,GIVECREDIT,CACTUS,n_proximity,0.573
137,CACTUS4,GIVECREDIT,CACTUS,validity,0.76
138,CACTUS4,GIVECREDIT,CACTUS,compactness,0.092
139,CACTUS4,GIVECREDIT,CACTUS,lof_context,1.19
140,CACTUS4,GIVECREDIT,CACTUS,causal_validity_hard,0.36
141,CACTUS4,GIVECREDIT,CACTUS,causal_validity_soft,0.768
142,CACTUS4,GIVECREDIT,CACTUS,causal_compact_val,0.36
143,CACTUS4,GIVECREDIT,CACTUS,inlier_fraction,0.956
144,CACTUS4,GIVECREDIT,CACTUS,proximity,1.561
145,CACTUS4,GIVECREDIT,CACTUS,n_proximity,0.552
146,CACTUS4,GIVECREDIT,CACTUS,validity,0.68
147,CACTUS4,GIVECREDIT,CACTUS,compactness,0.09
148,CACTUS4,GIVECREDIT,CACTUS,lof_context,1.169
149,CACTUS4,GIVECREDIT,CACTUS,causal_validity_hard,0.34
150,CACTUS4,GIVECREDIT,CACTUS,causal_validity_soft,0.776
151,CACTUS4,GIVECREDIT,CACTUS,causal_compact_val,0.378
152,CACTUS4,GIVECREDIT,CACTUS,inlier_fraction,0.89
153,CACTUS4,GIVECREDIT,CACTUS,proximity,1.351
154,CACTUS4,GIVECREDIT,CACTUS,n_proximity,0.478
155,CACTUS4,GIVECREDIT,CACTUS,validity,0.72
156,CACTUS4,GIVECREDIT,CACTUS,compactness,0.098
157,CACTUS4,GIVECREDIT,CACTUS,lof_context,1.134
158,CACTUS4,GIVECREDIT,CACTUS,causal_validity_hard,0.34
159,CACTUS4,GIVECREDIT,CACTUS,causal_validity_soft,0.764
160,CACTUS4,GIVECREDIT,CACTUS,causal_compact_val,0.382
161,CACTUS4,GIVECREDIT,CACTUS,inlier_fraction,0.929
162,CACTUS4,GIVECREDIT,CACTUS,proximity,1.403
163,CACTUS4,GIVECREDIT,CACTUS,n_proximity,0.496
164,CACTUS4,GIVECREDIT,CACTUS,validity,0.8
165,CACTUS4,GIVECREDIT,CACTUS,compactness,0.128
166,CACTUS4,GIVECREDIT,CACTUS,lof_context,1.184
167,CACTUS4,GIVECREDIT,CACTUS,causal_validity_hard,0.28
168,CACTUS4,GIVECREDIT,CACTUS,causal_validity_soft,0.76
169,CACTUS4,GIVECREDIT,CACTUS,causal_compact_val,0.4
170,CACTUS4,GIVECREDIT,CACTUS,inlier_fraction,0.902
171,CACTUS4,GIVECREDIT,CACTUS,proximity,1.586
172,CACTUS4,GIVECREDIT,CACTUS,n_proximity,0.561
173,CACTUS4,GIVECREDIT,CACTUS,validity,0.58
174,CACTUS4,GIVECREDIT,CACTUS,compactness,0.065
175,CACTUS4,GIVECREDIT,CACTUS,lof_context,1.145
176,CACTUS4,GIVECREDIT,CACTUS,causal_validity_hard,0.36
177,CACTUS4,GIVECREDIT,CACTUS,causal_validity_soft,0.8
178,CACTUS4,GIVECREDIT,CACTUS,causal_compact_val,0.388
179,CACTUS4,GIVECREDIT,CACTUS,inlier_fraction,1.0
180,CACTUS5,GIVECREDIT,CACTUS,proximity,1.995
181,CACTUS5,GIVECREDIT,CACTUS,n_proximity,0.705
182,CACTUS5,GIVECREDIT,CACTUS,validity,0.78
183,CACTUS5,GIVECREDIT,CACTUS,compactness,0.065
184,CACTUS5,GIVECREDIT,CACTUS,lof_context,1.243
185,CACTUS5,GIVECREDIT,CACTUS,causal_validity_hard,0.38
186,CACTUS5,GIVECREDIT,CACTUS,causal_validity_soft,0.752
187,CACTUS5,GIVECREDIT,CACTUS,causal_compact_val,0.304
188,CACTUS5,GIVECREDIT,CACTUS,inlier_fraction,0.925
189,CACTUS5,GIVECREDIT,CACTUS,proximity,1.952
190,CACTUS5,GIVECREDIT,CACTUS,n_proximity,0.69
191,CACTUS5,GIVECREDIT,CACTUS,validity,0.76
192,CACTUS5,GIVECREDIT,CACTUS,compactness,0.092
193,CACTUS5,GIVECREDIT,CACTUS,lof_context,1.223
194,CACTUS5,GIVECREDIT,CACTUS,causal_validity_hard,0.42
195,CACTUS5,GIVECREDIT,CACTUS,causal_validity_soft,0.788
196,CACTUS5,GIVECREDIT,CACTUS,causal_compact_val,0.349
197,CACTUS5,GIVECREDIT,CACTUS,inlier_fraction,0.837
198,CACTUS5,GIVECREDIT,CACTUS,proximity,1.866
199,CACTUS5,GIVECREDIT,CACTUS,n_proximity,0.66
200,CACTUS5,GIVECREDIT,CACTUS,validity,0.82
201,CACTUS5,GIVECREDIT,CACTUS,compactness,0.055
202,CACTUS5,GIVECREDIT,CACTUS,lof_context,1.203
203,CACTUS5,GIVECREDIT,CACTUS,causal_validity_hard,0.32
204,CACTUS5,GIVECREDIT,CACTUS,causal_validity_soft,0.788
205,CACTUS5,GIVECREDIT,CACTUS,causal_compact_val,0.324
206,CACTUS5,GIVECREDIT,CACTUS,inlier_fraction,0.812
207,CACTUS5,GIVECREDIT,CACTUS,proximity,1.907
208,CACTUS5,GIVECREDIT,CACTUS,n_proximity,0.674
209,CACTUS5,GIVECREDIT,CACTUS,validity,0.86
210,CACTUS5,GIVECREDIT,CACTUS,compactness,0.112
211,CACTUS5,GIVECREDIT,CACTUS,lof_context,1.247
212,CACTUS5,GIVECREDIT,CACTUS,causal_validity_hard,0.36
213,CACTUS5,GIVECREDIT,CACTUS,causal_validity_soft,0.796
214,CACTUS5,GIVECREDIT,CACTUS,causal_compact_val,0.377
215,CACTUS5,GIVECREDIT,CACTUS,inlier_fraction,0.816
216,CACTUS5,GIVECREDIT,CACTUS,proximity,2.025
217,CACTUS5,GIVECREDIT,CACTUS,n_proximity,0.716
218,CACTUS5,GIVECREDIT,CACTUS,validity,0.74
219,CACTUS5,GIVECREDIT,CACTUS,compactness,0.082
220,CACTUS5,GIVECREDIT,CACTUS,lof_context,1.189
221,CACTUS5,GIVECREDIT,CACTUS,causal_validity_hard,0.38
222,CACTUS5,GIVECREDIT,CACTUS,causal_validity_soft,0.784
223,CACTUS5,GIVECREDIT,CACTUS,causal_compact_val,0.335
224,CACTUS5,GIVECREDIT,CACTUS,inlier_fraction,0.866
